S3,3,$114.26,$113.76,$115.10,212,209,1640,9372058
S5,5,$114.59,$113.88,$115.14,297,294,1648,9372068
S10,10,$114.89,$113.93,$115.17,111,108,1655,9372078
S30,30,$114.66,$113.76,$115.38,295,292,1660,9372088
S3,3,$114.79,$114.66,$115.76,294,291,1665,9372098
S5,5,$114.68,$114.10,$114.87,166,163,1669,9372108
S7,7,$114.45,$113.59,$114.95,254,251,1677,9372118
S30,30,$114.65,$113.85,$114.87,118,115,1681,9372128
S2,2,$114.56,$113.80,$114.58,114,111,1686,9372138
S5,5,$114.47,$114.01,$115.15,286,283,1690,9372148
S7,7,$114.80,$113.88,$115.77,248,245,1696,9372158
S30,30,$114.45,$114.30,$115.11,209,206,1703,9372168
S2,2,$114.97,$114.30,$115.06,178,175,1709,9372178
S3,3,$114.35,$113.67,$114.43,274,271,1713,9372188
S7,7,$114.18,$113.18,$114.41,307,304,1721,9372198
S10,10,$114.78,$114.58,$115.49,288,285,1725,9372208
S2,2,$114.93,$113.98,$115.51,315,312,1731,9372218
S3,3,$114.12,$113.59,$114.18,363,360,1737,9372228
S7,7,$115.03,$114.83,$115.36,248,245,1746,9372238
S10,10,$114.89,$113.90,$115.70,318,315,1751,9372248
S30,30,$114.42,$113.53,$114.44,206,203,1755,9372258
S3,3,$114.64,$114.46,$114.77,130,127,1760,9372268
S5,5,$114.25,$113.29,$114.61,384,381,1763,9372278
S10,10,$114.83,$114.30,$115.35,103,100,1770,9372288
S30,30,$114.99,$114.57,$115.44,87,84,1777,9372298
S3,3,$114.38,$113.43,$114.67,232,229,1783,9372308
S5,5,$114.59,$114.45,$115.04,334,331,1790,9372318
S7,7,$114.31,$113.92,$114.55,324,321,1794,9372328
S30,30,$114.44,$113.86,$115.29,198,195,1799,9372338
S2,2,$114.79,$114.24,$115.66,51,48,1805,9372348
S5,5,$114.75,$113.94,$114.87,28,25,1810,9372358
S7,7,$114.53,$114.21,$115.22,17,14,1816,9372368
S30,30,$114.49,$114.05,$115.25,176,173,1821,9372378
S2,2,$114.23,$113.50,$114.74,359,356,1235,9372388
S3,3,$114.55,$114.13,$115.49,335,332,1241,9372398
S7,7,$114.68,$114.64,$115.57,244,241,1246,9372408
S10,10,$114.87,$114.20,$115.34,351,348,1252,9372418
S2,2,$114.35,$114.13,$114.79,106,103,1261,9372428
S3,3,$114.58,$114.23,$115.49,154,151,1269,9372438
S7,7,$114.46,$114.28,$114.55,10,7,1277,9372448
S10,10,$114.13,$113.23,$114.51,41,38,1280,9372458
S30,30,$114.66,$114.45,$115.01,247,244,1283,9372468
S3,3,$114.34,$113.85,$115.09,243,240,1291,9372478
S5,5,$114.42,$113.43,$114.71,152,149,1296,9372488
S10,10,$114.21,$113.66,$114.51,63,60,1299,9372498
S30,30,$114.83,$113.89,$115.36,43,40,1305,9372508
S3,3,$114.79,$114.04,$114.97,173,170,1308,9372518
S5,5,$114.66,$114.26,$115.26,185,182,1315,9372528
S7,7,$114.84,$114.38,$115.67,191,188,1321,9372538
S30,30,$114.47,$113.69,$114.64,88,85,1328,9372548
S2,2,$115.00,$114.77,$115.37,216,213,1333,9372558
S5,5,$114.26,$114.19,$114.54,103,100,1338,9372568
S7,7,$114.43,$113.91,$115.07,293,290,1342,9372578
S30,30,$114.95,$114.94,$115.92,273,270,1349,9372588
S2,2,$115.01,$114.47,$115.13,151,148,1355,9372598
S3,3,$114.52,$113.58,$115.24,60,57,1360,9372608
S7,7,$114.70,$114.00,$115.64,172,169,1365,9372618
S10,10,$114.12,$113.86,$114.87,309,306,1371,9372628
S2,2,$114.99,$114.98,$115.28,233,230,1375,9372638
S3,3,$114.54,$113.62,$115.04,288,285,1382,9372648
S7,7,$114.04,$113.35,$114.11,286,283,1389,9372658
S10,10,$114.70,$114.40,$115.59,114,111,1395,9372668
S30,30,$114.93,$114.78,$115.00,395,392,1401,9372678
S3,3,$114.93,$114.39,$115.63,144,141,1410,9372688
S5,5,$115.00,$114.72,$115.88,404,401,1418,9372698
S10,10,$114.65,$113.79,$115.55,8,5,1425,9372708
S30,30,$114.40,$113.61,$115.10,233,230,1432,9372718
S3,3,$114.96,$114.15,$115.54,348,345,1438,9372728
S5,5,$114.51,$114.25,$115.32,175,172,1443,9372738
S7,7,$115.01,$114.25,$115.39,69,66,1450,9372748
S30,30,$114.50,$114.13,$115.35,95,92,1456,9372758
S2,2,$114.28,$113.52,$115.25,176,173,1460,9372768
S5,5,$114.46,$113.77,$114.73,51,48,1466,9372778
S7,7,$114.17,$113.93,$114.87,251,248,1473,9372788
S30,30,$114.68,$114.44,$115.65,115,112,1477,9372798
S2,2,$114.84,$114.32,$115.40,277,274,1482,9372808
S3,3,$114.07,$113.75,$114.53,266,263,1487,9372818
S7,7,$114.45,$114.11,$115.11,289,286,1492,9372828
S10,10,$114.41,$114.38,$114.89,149,146,1498,9372838
S2,2,$114.39,$113.75,$114.60,310,307,1505,9372848
S3,3,$114.37,$114.04,$114.49,232,229,1511,9372858
S7,7,$114.76,$114.76,$115.42,374,371,1516,9372868
S10,10,$114.73,$114.71,$114.97,12,9,1523,9372878
S30,30,$114.45,$114.42,$114.87,292,289,1530,9372888
S3,3,$114.43,$114.29,$114.83,248,245,1538,9372898
S5,5,$114.48,$113.79,$114.81,75,72,1542,9372908
S10,10,$114.30,$113.72,$114.71,198,195,1548,9372918
S30,30,$114.48,$113.49,$115.38,351,348,1553,9372928
S3,3,$114.51,$114.44,$114.74,229,226,1562,9372938
S5,5,$114.04,$113.44,$114.48,334,331,1568,9372948
S7,7,$114.34,$114.02,$115.02,106,103,1573,9372958
S30,30,$114.14,$113.35,$114.94,41,38,1580,9372968
S2,2,$114.17,$114.02,$114.64,172,169,1587,9372978
S5,5,$114.85,$114.72,$115.84,51,48,1595,9372988
S7,7,$114.59,$114.35,$114.65,243,240,1601,9372998
S30,30,$114.07,$113.24,$114.93,371,368,1606,9373008
S2,2,$114.64,$114.33,$115.59,342,339,1611,9373018
S3,3,$114.33,$113.68,$114.58,44,41,1616,9373028
S7,7,$114.57,$113.82,$115.04,384,381,1624,9373038
S10,10,$114.48,$114.29,$115.35,293,290,1629,9373048
S2,2,$114.27,$113.79,$115.01,19,16,1635,9373058
S3,3,$114.17,$113.25,$114.76,54,51,1642,9373068
S7,7,$114.56,$113.60,$114.92,181,178,1649,9373078
S10,10,$114.20,$113.33,$114.59,293,290,1655,9373088
S30,30,$115.01,$114.61,$115.67,95,92,1660,9373098
S3,3,$114.66,$113.77,$114.87,332,329,1666,9373108
S5,5,$114.16,$113.99,$114.51,234,231,1674,9373118
S10,10,$114.88,$114.06,$115.70,262,259,1678,9373128
S30,30,$114.88,$113.99,$115.08,341,338,1682,9373138
S3,3,$114.20,$113.50,$114.67,209,206,1686,9373148
S5,5,$114.49,$113.75,$114.70,361,358,1691,9373158
S7,7,$114.91,$114.72,$115.38,353,350,1698,9373168
S30,30,$114.23,$113.26,$115.11,323,320,1704,9373178
S2,2,$114.86,$113.93,$115.09,337,334,1710,9373188
S5,5,$114.80,$114.35,$115.44,348,345,1713,9373198
S7,7,$115.00,$114.48,$115.08,100,97,1723,9373208
S30,30,$114.42,$113.50,$114.96,346,343,1726,9373218
S2,2,$114.43,$114.05,$114.54,304,301,1732,9373228
S3,3,$114.62,$114.56,$114.99,319,316,1740,9373238
S7,7,$114.36,$113.88,$115.04,311,308,1746,9373248
S10,10,$114.53,$114.07,$114.75,344,341,1751,9373258
S2,2,$114.13,$113.46,$114.23,249,246,1758,9373268
S3,3,$114.85,$114.54,$115.19,148,145,1760,9373278
S7,7,$114.25,$114.15,$115.14,184,181,1763,9373288
S10,10,$115.02,$114.30,$115.43,131,128,1772,9373298
S30,30,$114.85,$114.19,$115.48,138,135,1778,9373308
S3,3,$114.52,$113.58,$115.14,337,334,1785,9373318
S5,5,$114.56,$114.22,$114.88,345,342,1791,9373328
S10,10,$114.05,$113.19,$114.97,280,277,1795,9373338
S30,30,$114.76,$114.76,$115.12,209,206,1800,9373348
S3,3,$114.15,$113.65,$114.84,372,369,1807,9373358
S5,5,$114.40,$113.81,$115.14,197,194,1810,9373368
S7,7,$114.91,$114.73,$115.80,66,63,1818,9373378
S30,30,$114.41,$113.86,$114.64,165,162,1822,9373388
S2,2,$114.28,$114.24,$114.37,58,55,1236,9373398
S5,5,$114.34,$114.32,$114.51,387,384,1243,9373408
S7,7,$115.02,$114.74,$115.67,378,375,1247,9373418
S30,30,$114.92,$114.88,$115.66,327,324,1254,9373428
S2,2,$115.00,$114.83,$115.26,43,40,1262,9373438
S3,3,$114.27,$113.38,$115.23,287,284,1270,9373448
S7,7,$114.86,$114.04,$115.69,196,193,1277,9373458
S10,10,$114.53,$114.37,$114.64,181,178,1281,9373468
S2,2,$114.76,$114.20,$114.81,360,357,1284,9373478
S3,3,$114.82,$114.66,$115.49,36,33,1293,9373488
S7,7,$114.67,$113.73,$115.56,94,91,1296,9373498
S10,10,$114.63,$114.27,$115.12,54,51,1300,9373508
S30,30,$114.19,$114.00,$115.04,165,162,1306,9373518
S3,3,$114.10,$113.18,$114.81,357,354,1309,9373528
S5,5,$114.95,$114.69,$115.04,183,180,1316,9373538
S10,10,$114.33,$114.14,$115.28,269,266,1323,9373548
S30,30,$114.84,$114.12,$115.60,88,85,1328,9373558
S3,3,$114.91,$114.58,$115.70,43,40,1334,9373568
S5,5,$114.71,$114.40,$115.41,165,162,1339,9373578
S7,7,$114.44,$114.20,$115.13,33,30,1344,9373588
S30,30,$114.10,$113.82,$114.74,126,123,1349,9373598
S2,2,$114.62,$114.16,$114.99,339,336,1356,9373608
S5,5,$114.12,$113.45,$114.18,365,362,1361,9373618
S7,7,$114.68,$114.26,$115.21,330,327,1366,9373628
S30,30,$114.15,$113.76,$115.08,192,189,1371,9373638
S2,2,$114.11,$113.70,$114.25,330,327,1377,9373648
S3,3,$114.29,$113.29,$114.82,188,185,1383,9373658
S7,7,$114.20,$114.07,$114.41,188,185,1391,9373668
S10,10,$114.50,$113.71,$114.78,377,374,1396,9373678
S2,2,$114.15,$113.36,$114.35,86,83,1402,9373688
S3,3,$114.72,$114.68,$115.15,111,108,1411,9373698
S7,7,$114.21,$113.65,$114.73,358,355,1419,9373708
S10,10,$114.07,$113.54,$114.41,334,331,1426,9373718
S30,30,$114.17,$113.73,$114.27,153,150,1433,9373728
S3,3,$114.56,$114.47,$114.59,109,106,1441,9373738
S5,5,$114.57,$113.75,$115.00,397,394,1444,9373748
S10,10,$114.12,$113.90,$114.19,339,336,1452,9373758
S30,30,$114.59,$114.41,$115.36,249,246,1456,9373768
S3,3,$114.80,$114.38,$115.10,192,189,1462,9373778
S5,5,$114.27,$113.36,$114.85,386,383,1467,9373788
S7,7,$114.48,$113.70,$114.73,340,337,1473,9373798
S30,30,$114.95,$114.30,$115.24,38,35,1478,9373808
S2,2,$114.05,$113.48,$114.45,353,350,1484,9373818
S5,5,$114.53,$114.27,$115.16,101,98,1487,9373828
S7,7,$114.65,$114.31,$115.05,193,190,1494,9373838
S30,30,$114.04,$113.49,$114.97,318,315,1500,9373848
S2,2,$114.62,$114.23,$114.68,111,108,1506,9373858
S3,3,$114.26,$113.50,$114.75,138,135,1511,9373868
S7,7,$114.71,$114.15,$115.60,60,57,1518,9373878
S10,10,$114.59,$114.50,$115.43,238,235,1525,9373888
S2,2,$114.73,$113.99,$114.87,214,211,1531,9373898
S3,3,$114.69,$114.00,$115.22,216,213,1539,9373908
S7,7,$114.19,$113.79,$114.68,166,163,1543,9373918
S10,10,$114.89,$114.73,$115.56,288,285,1549,9373928
S30,30,$114.84,$114.35,$115.55,93,90,1554,9373938
S3,3,$114.33,$113.95,$114.67,30,27,1562,9373948
S5,5,$114.25,$113.43,$114.32,25,22,1568,9373958
S10,10,$114.69,$114.00,$115.29,92,89,1574,9373968
S30,30,$114.18,$113.74,$114.41,128,125,1580,9373978
S3,3,$114.88,$114.00,$115.32,111,108,1588,9373988
S5,5,$114.55,$114.54,$115.08,273,270,1597,9373998
S7,7,$114.59,$113.89,$114.63,241,238,1602,9374008
S30,30,$114.64,$114.14,$114.74,271,268,1606,9374018
S2,2,$114.88,$114.10,$115.14,167,164,1612,9374028
S5,5,$114.83,$114.71,$114.90,17,14,1618,9374038
S7,7,$114.92,$114.10,$115.73,140,137,1625,9374048
S30,30,$114.88,$114.70,$115.33,255,252,1631,9374058
S2,2,$114.12,$113.35,$114.89,50,47,1637,9374068
S3,3,$114.67,$113.93,$114.77,240,237,1642,9374078
S7,7,$114.41,$114.38,$115.27,291,288,1652,9374088
S10,10,$114.06,$113.74,$114.50,238,235,1657,9374098
S2,2,$114.82,$114.58,$114.85,180,177,1661,9374108
S3,3,$114.72,$113.86,$115.37,358,355,1667,9374118
S7,7,$114.08,$113.17,$114.19,317,314,1675,9374128
S10,10,$114.78,$114.64,$114.82,62,59,1679,9374138
S30,30,$114.48,$113.58,$115.21,118,115,1683,9374148
S3,3,$114.33,$113.64,$114.84,304,301,1687,9374158
S5,5,$114.28,$113.68,$115.06,52,49,1693,9374168
S10,10,$114.49,$113.64,$114.65,197,194,1698,9374178
S30,30,$114.30,$113.61,$114.89,322,319,1705,9374188
S3,3,$114.46,$114.27,$115.28,37,34,1710,9374198
S5,5,$114.21,$113.24,$114.22,109,106,1715,9374208
S7,7,$114.09,$113.62,$114.80,35,32,1724,9374218
S30,30,$114.42,$113.69,$114.42,198,195,1727,9374228
S2,2,$115.02,$114.97,$115.57,56,53,1733,9374238
S5,5,$114.33,$113.84,$114.34,90,87,1742,9374248
S7,7,$114.79,$113.80,$115.12,83,80,1746,9374258
S30,30,$114.28,$113.35,$115.19,136,133,1752,9374268
S2,2,$114.91,$113.96,$115.74,202,199,1759,9374278
S3,3,$114.68,$114.35,$115.01,333,330,1761,9374288
S7,7,$114.43,$113.85,$114.80,378,375,1764,9374298
S10,10,$114.73,$114.12,$115.51,269,266,1773,9374308
S2,2,$114.99,$114.63,$115.87,134,131,1779,9374318
S3,3,$115.03,$114.57,$115.13,221,218,1786,9374328
S7,7,$114.19,$114.07,$115.07,155,152,1791,9374338
S10,10,$114.69,$114.27,$115.09,358,355,1796,9374348
S30,30,$114.59,$113.97,$115.09,342,339,1801,9374358
S3,3,$114.07,$113.61,$114.49,174,171,1808,9374368
S5,5,$114.90,$114.70,$115.49,142,139,1811,9374378
S10,10,$114.95,$114.49,$115.88,283,280,1819,9374388
S30,30,$114.85,$114.68,$115.46,291,288,1823,9374398
S3,3,$114.27,$113.94,$114.62,351,348,1237,9374408
S5,5,$114.15,$114.14,$114.76,287,284,1243,9374418
S7,7,$114.69,$114.61,$115.68,352,349,1249,9374428
S30,30,$114.62,$114.31,$115.10,67,64,1259,9374438
S2,2,$114.03,$113.03,$114.40,288,285,1264,9374448
S5,5,$114.84,$114.63,$114.88,44,41,1271,9374458
S7,7,$114.61,$114.29,$115.38,47,44,1277,9374468
S30,30,$114.97,$114.95,$115.61,291,288,1281,9374478
S2,2,$114.71,$113.76,$115.57,209,206,1286,9374488
S3,3,$114.57,$113.80,$115.51,177,174,1293,9374498
S7,7,$114.71,$114.19,$114.96,11,8,1297,9374508
S10,10,$114.33,$113.36,$114.34,92,89,1301,9374518
S2,2,$114.12,$113.54,$114.94,112,109,1306,9374528
S3,3,$115.02,$114.18,$115.78,64,61,1309,9374538
S7,7,$114.10,$113.87,$114.50,85,82,1317,9374548
S10,10,$114.09,$113.77,$114.12,246,243,1324,9374558
S30,30,$114.55,$113.76,$114.67,384,381,1330,9374568
S3,3,$114.27,$113.60,$115.12,245,242,1334,9374578
S5,5,$114.17,$113.95,$114.70,197,194,1340,9374588
S10,10,$114.05,$113.06,$114.78,137,134,1345,9374598
S30,30,$114.52,$114.41,$114.58,57,54,1351,9374608
S3,3,$114.58,$114.27,$115.34,200,197,1356,9374618
S5,5,$114.66,$114.59,$115.19,313,310,1362,9374628
S7,7,$114.85,$114.19,$115.67,223,220,1368,9374638
S30,30,$114.20,$113.79,$115.04,340,337,1372,9374648
S2,2,$114.50,$114.11,$114.66,65,62,1378,9374658
S5,5,$114.98,$114.83,$115.45,373,370,1384,9374668
S7,7,$114.12,$113.80,$114.18,168,165,1391,9374678
S30,30,$114.92,$114.71,$115.69,15,12,1397,9374688
S2,2,$114.60,$114.45,$115.24,66,63,1402,9374698
S3,3,$114.06,$113.13,$114.44,337,334,1414,9374708
S7,7,$114.27,$113.69,$114.46,162,159,1420,9374718
S10,10,$114.50,$114.03,$115.38,202,199,1426,9374728
S2,2,$114.75,$113.99,$115.24,168,165,1436,9374738
S3,3,$114.78,$113.85,$115.06,231,228,1442,9374748
S7,7,$114.26,$113.40,$114.78,381,378,1447,9374758
S10,10,$114.92,$114.06,$115.00,136,133,1454,9374768
S30,30,$114.85,$114.44,$115.15,94,91,1457,9374778
S3,3,$114.79,$113.91,$115.53,84,81,1463,9374788
S5,5,$114.39,$114.16,$115.19,208,205,1468,9374798
S10,10,$114.92,$113.94,$115.59,145,142,1474,9374808
S30,30,$114.59,$114.19,$114.91,302,299,1480,9374818
S3,3,$114.16,$113.19,$114.43,260,257,1485,9374828
S5,5,$114.49,$114.43,$115.48,14,11,1490,9374838
S7,7,$114.13,$114.01,$114.35,87,84,1495,9374848
S30,30,$114.61,$114.53,$115.41,216,213,1502,9374858
S2,2,$114.49,$114.00,$114.69,322,319,1507,9374868
S5,5,$114.94,$114.37,$115.93,287,284,1511,9374878
S7,7,$114.12,$113.68,$114.56,202,199,1519,9374888
S30,30,$114.95,$114.80,$114.98,130,127,1527,9374898
S2,2,$114.35,$113.39,$114.58,73,70,1532,9374908
S3,3,$114.07,$113.56,$115.01,292,289,1540,9374918
S7,7,$114.88,$114.86,$115.57,168,165,1544,9374928
S10,10,$114.86,$114.50,$115.31,343,340,1550,9374938
S2,2,$114.64,$113.89,$115.16,222,219,1558,9374948
S3,3,$114.96,$114.59,$115.15,152,149,1564,9374958
S7,7,$114.24,$114.23,$114.88,155,152,1569,9374968
S10,10,$114.64,$113.99,$115.30,6,3,1574,9374978
S30,30,$114.89,$114.41,$114.98,351,348,1583,9374988
S3,3,$114.63,$114.41,$115.53,219,216,1591,9374998
S5,5,$114.45,$113.60,$114.67,251,248,1597,9375008
S10,10,$114.38,$113.91,$114.89,387,384,1603,9375018
S30,30,$114.98,$114.03,$115.84,353,350,1608,9375028
S3,3,$114.70,$113.96,$114.95,55,52,1614,9375038
S5,5,$114.21,$113.91,$115.17,97,94,1619,9375048
S7,7,$114.36,$113.50,$115.22,301,298,1626,9375058
S30,30,$114.09,$113.48,$114.80,33,30,1632,9375068
S2,2,$114.34,$113.96,$115.03,152,149,1639,9375078
S5,5,$114.14,$113.62,$114.25,345,342,1646,9375088
S7,7,$114.03,$113.44,$114.14,164,161,1653,9375098
S30,30,$114.67,$114.26,$115.18,301,298,1658,9375108
S2,2,$114.22,$113.33,$114.37,372,369,1663,9375118
S3,3,$114.85,$114.33,$115.07,291,288,1668,9375128
S7,7,$114.82,$114.63,$115.56,382,379,1675,9375138
S10,10,$114.65,$114.01,$115.57,165,162,1680,9375148
S2,2,$114.95,$114.78,$115.70,280,277,1684,9375158
S3,3,$114.48,$113.52,$115.02,56,53,1688,9375168
S7,7,$114.33,$113.95,$114.62,81,78,1695,9375178
S10,10,$114.29,$114.23,$114.40,28,25,1700,9375188
S30,30,$114.69,$114.45,$115.08,52,49,1705,9375198
S3,3,$114.74,$114.13,$114.90,175,172,1711,9375208
S5,5,$114.76,$114.49,$115.21,137,134,1719,9375218
S10,10,$114.22,$113.75,$114.79,318,315,1724,9375228
S30,30,$114.39,$114.24,$114.81,123,120,1728,9375238
S3,3,$114.57,$114.12,$115.37,372,369,1734,9375248
S5,5,$114.61,$114.48,$115.50,293,290,1743,9375258
S7,7,$114.33,$113.75,$114.50,328,325,1748,9375268
S30,30,$114.45,$113.52,$115.40,347,344,1753,9375278
S2,2,$114.64,$114.01,$115.38,213,210,1759,9375288
S5,5,$114.85,$114.84,$115.48,259,256,1761,9375298
S7,7,$115.01,$114.27,$115.46,349,346,1765,9375308
S30,30,$114.57,$113.77,$115.52,329,326,1775,9375318
S2,2,$114.82,$114.03,$114.90,111,108,1779,9375328
S3,3,$114.42,$113.64,$115.31,84,81,1787,9375338
S7,7,$114.23,$113.95,$114.78,373,370,1792,9375348
S10,10,$114.35,$114.10,$115.13,150,147,1796,9375358
S2,2,$114.34,$113.35,$114.44,250,247,1802,9375368
S3,3,$114.63,$114.25,$114.85,230,227,1809,9375378
S7,7,$114.32,$113.92,$114.56,197,194,1813,9375388
S10,10,$114.11,$114.02,$114.47,43,40,1820,9375398
S30,30,$114.03,$113.23,$114.52,361,358,1824,9375408
S3,3,$114.95,$114.73,$115.64,297,294,1239,9375418
S5,5,$114.25,$114.15,$115.15,281,278,1243,9375428
S10,10,$114.60,$114.02,$114.67,196,193,1249,9375438
S30,30,$114.46,$113.53,$114.94,232,229,1259,9375448
S3,3,$114.28,$114.04,$114.46,254,251,1265,9375458
S5,5,$114.53,$113.89,$115.19,348,345,1273,9375468
S7,7,$114.35,$114.13,$115.30,280,277,1278,9375478
S30,30,$114.73,$113.85,$114.89,132,129,1282,9375488
S2,2,$114.37,$113.73,$114.45,302,299,1287,9375498
S5,5,$114.22,$113.79,$114.32,327,324,1295,9375508
S7,7,$114.41,$113.61,$114.75,51,48,1298,9375518
S30,30,$114.60,$114.05,$115.36,35,32,1303,9375528
S2,2,$114.30,$113.69,$114.61,302,299,1307,9375538
S3,3,$114.75,$114.31,$114.92,381,378,1312,9375548
S7,7,$114.26,$113.92,$115.01,279,276,1317,9375558
S10,10,$114.18,$113.96,$114.68,333,330,1325,9375568
S2,2,$114.58,$114.44,$114.99,289,286,1330,9375578
S3,3,$114.87,$114.11,$115.02,320,317,1337,9375588
S7,7,$114.55,$114.41,$115.38,255,252,1340,9375598
S10,10,$114.06,$113.43,$115.05,115,112,1346,9375608
S30,30,$114.44,$113.81,$115.22,206,203,1353,9375618
S3,3,$114.79,$113.98,$115.66,11,8,1357,9375628
S5,5,$114.42,$113.59,$114.80,240,237,1363,9375638
S10,10,$114.13,$113.72,$114.37,106,103,1369,9375648
S30,30,$114.48,$114.04,$115.07,249,246,1374,9375658
S3,3,$114.38,$113.88,$115.18,26,23,1381,9375668
S5,5,$114.26,$113.67,$114.81,99,96,1385,9375678
S7,7,$114.46,$113.59,$115.20,34,31,1392,9375688
S30,30,$114.46,$114.18,$115.25,15,12,1398,9375698
S2,2,$114.09,$113.47,$114.48,44,41,1406,9375708
S5,5,$114.77,$113.96,$114.97,307,304,1417,9375718
S7,7,$114.60,$114.08,$114.98,56,53,1421,9375728
S30,30,$114.16,$113.44,$114.89,127,124,1430,9375738
S2,2,$114.13,$113.96,$114.44,187,184,1437,9375748
S3,3,$114.77,$114.04,$115.02,82,79,1442,9375758
S7,7,$115.01,$114.68,$115.32,226,223,1448,9375768
S10,10,$114.85,$114.29,$115.45,57,54,1454,9375778
S2,2,$114.27,$113.88,$114.67,264,261,1457,9375788
S3,3,$114.32,$114.07,$114.35,159,156,1464,9375798
S7,7,$114.54,$114.38,$114.58,313,310,1470,9375808
S10,10,$114.52,$114.15,$115.06,365,362,1475,9375818
S30,30,$114.30,$114.25,$114.83,187,184,1481,9375828
S3,3,$114.79,$114.67,$115.04,56,53,1486,9375838
S5,5,$114.27,$113.72,$114.41,291,288,1491,9375848
S10,10,$115.01,$114.78,$115.02,232,229,1496,9375858
S30,30,$114.65,$114.48,$114.77,233,230,1503,9375868
S3,3,$114.07,$113.59,$114.71,398,395,1508,9375878
S5,5,$114.41,$114.24,$114.80,99,96,1513,9375888
S7,7,$114.38,$113.67,$115.17,184,181,1520,9375898
S30,30,$114.04,$113.25,$114.30,327,324,1529,9375908
S2,2,$114.49,$113.74,$114.52,208,205,1535,9375918
S5,5,$114.88,$114.00,$115.17,215,212,1540,9375928
S7,7,$115.01,$114.16,$115.73,189,186,1545,9375938
S30,30,$114.44,$113.54,$114.91,233,230,1551,9375948
S2,2,$114.22,$113.87,$114.77,367,364,1559,9375958
S3,3,$114.53,$113.85,$115.19,77,74,1565,9375968
S7,7,$114.79,$114.48,$115.01,224,221,1570,9375978
S10,10,$114.95,$114.75,$115.81,282,279,1577,9375988
